Count_cell_all,Count_cell_final,FileName_PM,FileName_TOTAL,FileName_nucleus,FileName_nucleus_cell_final_outline,FileName_score_bw,ImageNumber,ImageQuality_PowerLogLogSlope_nucleus,Intensity_MedianIntensity_PM_bgCorr_bgMask,Intensity_MedianIntensity_TOTAL_bgCorr_bgMask,Mean_cell_final_Intensity_IntegratedIntensity_PM_bgCorr_intraimage,Mean_cell_final_Intensity_IntegratedIntensity_TOTAL_bgCorr_intraimage,Mean_cell_final_Math_cytoplasmAbundance,Mean_cell_final_Math_ratio,Mean_nucleus_final_AreaShape_Area,Mean_nucleus_final_AreaShape_Center_X,Mean_nucleus_final_AreaShape_Center_Y,Mean_nucleus_final_AreaShape_Compactness,Mean_nucleus_final_AreaShape_Eccentricity,Mean_nucleus_final_AreaShape_EulerNumber,Mean_nucleus_final_AreaShape_Extent,Mean_nucleus_final_AreaShape_FormFactor,Mean_nucleus_final_AreaShape_MajorAxisLength,Mean_nucleus_final_AreaShape_MaxFeretDiameter,Mean_nucleus_final_AreaShape_MaximumRadius,Mean_nucleus_final_AreaShape_MeanRadius,Mean_nucleus_final_AreaShape_MedianRadius,Mean_nucleus_final_AreaShape_MinFeretDiameter,Mean_nucleus_final_AreaShape_MinorAxisLength,Mean_nucleus_final_AreaShape_Orientation,Mean_nucleus_final_AreaShape_Perimeter,Mean_nucleus_final_AreaShape_Solidity,Median_cell_final_Intensity_IntegratedIntensity_PM_bgCorr_intraimage,Median_cell_final_Intensity_IntegratedIntensity_TOTAL_bgCorr_intraimage,Median_cell_final_Math_cytoplasmAbundance,Median_cell_final_Math_ratio,Metadata_Channel,Metadata_FileLocation,Metadata_gene,Metadata_imageBaseName,Metadata_pathBase,Metadata_plateName,Metadata_platePath,Metadata_plateRepl,Metadata_posNum,Metadata_posPath,Metadata_siRNA,Metadata_wellNum,Metadata_wellPath,PathName_PM,PathName_TOTAL,PathName_nucleus,PathName_nucleus_cell_final_outline,Treatment
131,58,myplate_01--COPB1--736--W065--P01--PM.tif,myplate_01--COPB1--736--W065--P01--TOTAL.tif,myplate_01--COPB1--736--W065--P01--DNA.tif,myplate_01--COPB1--736--W065--P01--outlines.tif,myplate_01--COPB1--736--W065--P01--score.tif,65,-1.80797523596,0.000250171637163,0.000214473111555,11.3005066917,20.925158024,1,0.708865961756,1357.39655172,605.275862069,497.75862069,1.03489454931,0.533297835819,1,0.745781177956,0.860953449777,45.7916891748,45.6391379324,18.247175047,6.8427280105,6.06078956367,36.981619543,37.5114241989,7.86235226948,140.110344828,0.958434891544,9.73936066579,17.2408790393,1,0.633973433323,NA,NA,COPB1,myplate_01--COPB1--736--W065--P01,C:\tutorial,myplate,myplate_01,1,1,P01--COPB1--736,736,65,W065--COPB1--736,C:\tutorial\myplate_01\W065--COPB1--736\P01--COPB1--736,C:\tutorial\myplate_01\W065--COPB1--736\P01--COPB1--736,C:\tutorial\myplate_01\W065--COPB1--736\P01--COPB1--736,C:\tutorial\myplate_01--cellprofiler\W065--COPB1--736\P01--COPB1--736,COPB1_736
212,79,myplate_01--GSTM3--645--W066--P01--PM.tif,myplate_01--GSTM3--645--W066--P01--TOTAL.tif,myplate_01--GSTM3--645--W066--P01--DNA.tif,myplate_01--GSTM3--645--W066--P01--outlines.tif,myplate_01--GSTM3--645--W066--P01--score.tif,66,-1.74242546601,0.000204394571483,0.000183955067769,9.71900867628,19.9948873663,1,0.64974380226,1414.3164557,671.012658228,524.493670886,1.03294071066,0.547635580079,1,0.756610534923,0.861876384802,46.5293755098,46.6140586278,18.4632595979,6.9235704908,6.15711794511,37.3988185797,38.0102442745,-4.22794815633,142.430911392,0.95933446023,8.33009857358,14.7880982319,1,0.697216656094,NA,NA,GSTM3,myplate_01--GSTM3--645--W066--P01,C:\tutorial,myplate,myplate_01,1,1,P01--GSTM3--645,645,66,W066--GSTM3--645,C:\tutorial\myplate_01\W066--GSTM3--645\P01--GSTM3--645,C:\tutorial\myplate_01\W066--GSTM3--645\P01--GSTM3--645,C:\tutorial\myplate_01\W066--GSTM3--645\P01--GSTM3--645,C:\tutorial\myplate_01--cellprofiler\W066--GSTM3--645\P01--GSTM3--645,GSTM3_645
130,45,myplate_01--MS4A7--688--W067--P01--PM.tif,myplate_01--MS4A7--688--W067--P01--TOTAL.tif,myplate_01--MS4A7--688--W067--P01--DNA.tif,myplate_01--MS4A7--688--W067--P01--outlines.tif,myplate_01--MS4A7--688--W067--P01--score.tif,67,-1.80084052768,0.000265430659056,0.000229732133448,13.5278509476,17.0455217563,1,0.881077926951,1326.57777778,614.244444444,504.533333333,1.03317065185,0.532647048701,1,0.748962699567,0.87134973045,45.2996299955,45.0489734835,18.1929246101,6.82083050668,6.05443375757,36.288985468,37.0967128944,4.19101697601,137.561111111,0.962521851676,12.0510108117,13.8480967768,1,0.86038686155,NA,NA,MS4A7,myplate_01--MS4A7--688--W067--P01,C:\tutorial,myplate,myplate_01,1,1,P01--MS4A7--688,688,67,W067--MS4A7--688,C:\tutorial\myplate_01\W067--MS4A7--688\P01--MS4A7--688,C:\tutorial\myplate_01\W067--MS4A7--688\P01--MS4A7--688,C:\tutorial\myplate_01\W067--MS4A7--688\P01--MS4A7--688,C:\tutorial\myplate_01--cellprofiler\W067--MS4A7--688\P01--MS4A7--688,MS4A7_688
138,53,myplate_01--FBXO31--233--W068--P01--PM.tif,myplate_01--FBXO31--233--W068--P01--TOTAL.tif,myplate_01--FBXO31--233--W068--P01--DNA.tif,myplate_01--FBXO31--233--W068--P01--outlines.tif,myplate_01--FBXO31--233--W068--P01--score.tif,68,-1.82271368994,0.000250171637163,0.000199214089662,12.9397639501,23.6819122538,1,0.781108921679,1241.86792453,531.396226415,496.056603774,1.03735010133,0.539712957959,1,0.743253344324,0.861709062317,43.7828017918,43.8413143858,17.2755390483,6.52014669923,5.77340649017,34.8042255631,35.5601965007,-1.91536137457,133.184301887,0.956819469988,12.0370487722,18.0485543897,1,0.887620199452,NA,NA,FBXO31,myplate_01--FBXO31--233--W068--P01,C:\tutorial,myplate,myplate_01,1,1,P01--FBXO31--233,233,68,W068--FBXO31--233,C:\tutorial\myplate_01\W068--FBXO31--233\P01--FBXO31--233,C:\tutorial\myplate_01\W068--FBXO31--233\P01--FBXO31--233,C:\tutorial\myplate_01\W068--FBXO31--233\P01--FBXO31--233,C:\tutorial\myplate_01--cellprofiler\W068--FBXO31--233\P01--FBXO31--233,FBXO31_233
99,49,myplate_01--IL2--508--W069--P01--PM.tif,myplate_01--IL2--508--W069--P01--TOTAL.tif,myplate_01--IL2--508--W069--P01--DNA.tif,myplate_01--IL2--508--W069--P01--outlines.tif,myplate_01--IL2--508--W069--P01--score.tif,69,-1.84403599605,0.000234912615269,0.000214473111555,12.5687249055,21.6264651335,1,0.86995118119,1333.10204082,697.693877551,496.795918367,1.03235629537,0.548145285837,1,0.746649823427,0.869439394453,45.3461976768,45.2160293569,18.1421159691,6.82077647512,6.04497049191,36.1945672637,37.0290258029,-2.37169857587,137.923795918,0.961786935263,12.8159147706,14.8224461004,1,0.861978584544,NA,NA,IL2,myplate_01--IL2--508--W069--P01,C:\tutorial,myplate,myplate_01,1,1,P01--IL2--508,508,69,W069--IL2--508,C:\tutorial\myplate_01\W069--IL2--508\P01--IL2--508,C:\tutorial\myplate_01\W069--IL2--508\P01--IL2--508,C:\tutorial\myplate_01\W069--IL2--508\P01--IL2--508,C:\tutorial\myplate_01--cellprofiler\W069--IL2--508\P01--IL2--508,IL2_508
123,45,myplate_01--XRCC6--364--W070--P01--PM.tif,myplate_01--XRCC6--364--W070--P01--TOTAL.tif,myplate_01--XRCC6--364--W070--P01--DNA.tif,myplate_01--XRCC6--364--W070--P01--outlines.tif,myplate_01--XRCC6--364--W070--P01--score.tif,70,-2.11863953107,0.000280689680949,0.000275509199128,13.5720106626,22.967309107,1,0.789181787519,1412.08888889,662.888888889,556.711111111,1.04417135012,0.570834535052,1,0.729446426544,0.841677303962,47.141864282,47.2516728657,18.1965703915,6.8601130285,6.15364539816,36.9831640826,37.5996594109,9.78970343092,143.720444444,0.957922327086,12.3045548985,16.5620201929,1,0.772145249656,NA,NA,XRCC6,myplate_01--XRCC6--364--W070--P01,C:\tutorial,myplate,myplate_01,1,1,P01--XRCC6--364,364,70,W070--XRCC6--364,C:\tutorial\myplate_01\W070--XRCC6--364\P01--XRCC6--364,C:\tutorial\myplate_01\W070--XRCC6--364\P01--XRCC6--364,C:\tutorial\myplate_01\W070--XRCC6--364\P01--XRCC6--364,C:\tutorial\myplate_01--cellprofiler\W070--XRCC6--364\P01--XRCC6--364,XRCC6_364
164,58,myplate_01--FOXO3--530--W071--P01--PM.tif,myplate_01--FOXO3--530--W071--P01--TOTAL.tif,myplate_01--FOXO3--530--W071--P01--DNA.tif,myplate_01--FOXO3--530--W071--P01--outlines.tif,myplate_01--FOXO3--530--W071--P01--score.tif,71,-1.84463523966,0.000265430659056,0.000229732133448,11.1815705277,16.9509136359,1,0.836075875571,1226.51724138,655.913793103,436.103448276,1.02631561542,0.524942798037,1,0.750817185364,0.868382635666,42.9573929768,42.9818425425,17.6909591054,6.59858059945,5.84375462113,35.3912778829,36.1173574341,10.8266318646,132.456965517,0.958358401561,11.0701915168,13.6015185544,1,0.842472405929,NA,NA,FOXO3,myplate_01--FOXO3--530--W071--P01,C:\tutorial,myplate,myplate_01,1,1,P01--FOXO3--530,530,71,W071--FOXO3--530,C:\tutorial\myplate_01\W071--FOXO3--530\P01--FOXO3--530,C:\tutorial\myplate_01\W071--FOXO3--530\P01--FOXO3--530,C:\tutorial\myplate_01\W071--FOXO3--530\P01--FOXO3--530,C:\tutorial\myplate_01--cellprofiler\W071--FOXO3--530\P01--FOXO3--530,FOXO3_530
98,34,myplate_01--CHEK2--844--W072--P01--PM.tif,myplate_01--CHEK2--844--W072--P01--TOTAL.tif,myplate_01--CHEK2--844--W072--P01--DNA.tif,myplate_01--CHEK2--844--W072--P01--outlines.tif,myplate_01--CHEK2--844--W072--P01--score.tif,72,-1.79986310721,0.000250171637163,0.000183955067769,15.3261013268,30.1811871653,1,0.762502686263,1448,450.382352941,549.294117647,1.0246383511,0.509794091131,1,0.762313596393,0.875145851135,46.4101063445,46.3688034639,19.052573714,7.09141450794,6.27732006891,38.4264222384,39.1544451037,-16.0002321782,142.885235294,0.962813333572,13.5671779449,23.4357979968,1,0.715419112188,NA,NA,CHEK2,myplate_01--CHEK2--844--W072--P01,C:\tutorial,myplate,myplate_01,1,1,P01--CHEK2--844,844,72,W072--CHEK2--844,C:\tutorial\myplate_01\W072--CHEK2--844\P01--CHEK2--844,C:\tutorial\myplate_01\W072--CHEK2--844\P01--CHEK2--844,C:\tutorial\myplate_01\W072--CHEK2--844\P01--CHEK2--844,C:\tutorial\myplate_01--cellprofiler\W072--CHEK2--844\P01--CHEK2--844,CHEK2_844
216,102,myplate_01--PTK2B--454--W073--P01--PM.tif,myplate_01--PTK2B--454--W073--P01--TOTAL.tif,myplate_01--PTK2B--454--W073--P01--DNA.tif,myplate_01--PTK2B--454--W073--P01--outlines.tif,myplate_01--PTK2B--454--W073--P01--score.tif,73,-1.74128551205,0.00018913554959,0.000153437023982,9.96654488137,20.7927114432,1,0.618279287931,1355.24509804,688.392156863,499.519607843,1.02560332203,0.512491281672,1,0.765300718312,0.875053370244,45.1091040958,44.9546685358,18.5039448271,6.89525797553,6.12655483044,37.1426549404,37.8547058243,0.0833432805965,138.575470588,0.961395342179,9.12038631958,15.6796900458,1,0.610114361015,NA,NA,PTK2B,myplate_01--PTK2B--454--W073--P01,C:\tutorial,myplate,myplate_01,1,1,P01--PTK2B--454,454,73,W073--PTK2B--454,C:\tutorial\myplate_01\W073--PTK2B--454\P01--PTK2B--454,C:\tutorial\myplate_01\W073--PTK2B--454\P01--PTK2B--454,C:\tutorial\myplate_01\W073--PTK2B--454\P01--PTK2B--454,C:\tutorial\myplate_01--cellprofiler\W073--PTK2B--454\P01--PTK2B--454,PTK2B_454
206,99,myplate_01--TAF1--689--W074--P01--PM.tif,myplate_01--TAF1--689--W074--P01--TOTAL.tif,myplate_01--TAF1--689--W074--P01--DNA.tif,myplate_01--TAF1--689--W074--P01--outlines.tif,myplate_01--TAF1--689--W074--P01--score.tif,74,-1.7250087024,0.000204394571483,0.000183955067769,9.99364612282,19.6382643275,1,0.695351455059,1213.73737374,670.595959596,489.676767677,1.02769362761,0.511081171256,1,0.756135102256,0.87238065108,42.839640318,42.7087799804,17.4482158294,6.5394965167,5.81349254058,35.0463186442,35.801391131,1.12201519989,131.463434343,0.960374514397,8.57146576699,13.9822542691,1,0.657794719016,NA,NA,TAF1,myplate_01--TAF1--689--W074--P01,C:\tutorial,myplate,myplate_01,1,1,P01--TAF1--689,689,74,W074--TAF1--689,C:\tutorial\myplate_01\W074--TAF1--689\P01--TAF1--689,C:\tutorial\myplate_01\W074--TAF1--689\P01--TAF1--689,C:\tutorial\myplate_01\W074--TAF1--689\P01--TAF1--689,C:\tutorial\myplate_01--cellprofiler\W074--TAF1--689\P01--TAF1--689,TAF1_689
135,55,myplate_01--RAB6B--846--W075--P01--PM.tif,myplate_01--RAB6B--846--W075--P01--TOTAL.tif,myplate_01--RAB6B--846--W075--P01--DNA.tif,myplate_01--RAB6B--846--W075--P01--outlines.tif,myplate_01--RAB6B--846--W075--P01--score.tif,75,-1.78342735358,0.000219653593376,0.000199214089662,11.2913250111,20.5431461424,1,0.710876915278,1408.87272727,581.709090909,427.581818182,1.03442920569,0.5477996332,1,0.751671249331,0.851064896128,46.7691956124,46.8257201196,18.6030173058,6.94483386292,6.15813647555,37.4446777076,38.0470059129,4.80576566808,143.428618182,0.957141547566,10.4119327979,16.6287634317,1,0.684756991632,NA,NA,RAB6B,myplate_01--RAB6B--846--W075--P01,C:\tutorial,myplate,myplate_01,1,1,P01--RAB6B--846,846,75,W075--RAB6B--846,C:\tutorial\myplate_01\W075--RAB6B--846\P01--RAB6B--846,C:\tutorial\myplate_01\W075--RAB6B--846\P01--RAB6B--846,C:\tutorial\myplate_01\W075--RAB6B--846\P01--RAB6B--846,C:\tutorial\myplate_01--cellprofiler\W075--RAB6B--846\P01--RAB6B--846,RAB6B_846
58,27,myplate_01--CD4--320--W076--P01--PM.tif,myplate_01--CD4--320--W076--P01--TOTAL.tif,myplate_01--CD4--320--W076--P01--DNA.tif,myplate_01--CD4--320--W076--P01--outlines.tif,myplate_01--CD4--320--W076--P01--score.tif,76,-1.8859940565,0.000280689680949,0.000260250177234,10.7706942778,15.9509055966,1,0.76120446295,1179.74074074,687.407407407,559.407407407,1.04063841125,0.505175793868,1,0.731810059628,0.834093347747,42.194111679,42.6924347247,16.9716108034,6.33577560621,5.63522670364,34.8047885015,35.5765794043,2.03259129181,132.467851852,0.949982584183,9.80338756531,13.978286542,1,0.638741528406,NA,NA,CD4,myplate_01--CD4--320--W076--P01,C:\tutorial,myplate,myplate_01,1,1,P01--CD4--320,320,76,W076--CD4--320,C:\tutorial\myplate_01\W076--CD4--320\P01--CD4--320,C:\tutorial\myplate_01\W076--CD4--320\P01--CD4--320,C:\tutorial\myplate_01\W076--CD4--320\P01--CD4--320,C:\tutorial\myplate_01--cellprofiler\W076--CD4--320\P01--CD4--320,CD4_320
55,13,myplate_01--PIK3CB--422--W077--P01--PM.tif,myplate_01--PIK3CB--422--W077--P01--TOTAL.tif,myplate_01--PIK3CB--422--W077--P01--DNA.tif,myplate_01--PIK3CB--422--W077--P01--outlines.tif,myplate_01--PIK3CB--422--W077--P01--score.tif,77,-1.86638475745,0.000265430659056,0.000244991155341,11.2858179968,26.9623325604,1,0.604308954297,1403.69230769,576.769230769,543.692307692,1.05098340685,0.584041997923,1,0.737341155095,0.84062905174,47.6701340943,47.0720229296,17.8803480857,6.76252913557,6.01850430286,36.7146461336,37.1326958922,-16.0502625157,143.913076923,0.951952650247,9.07904185867,21.2924237922,1,0.545708999793,NA,NA,PIK3CB,myplate_01--PIK3CB--422--W077--P01,C:\tutorial,myplate,myplate_01,1,1,P01--PIK3CB--422,422,77,W077--PIK3CB--422,C:\tutorial\myplate_01\W077--PIK3CB--422\P01--PIK3CB--422,C:\tutorial\myplate_01\W077--PIK3CB--422\P01--PIK3CB--422,C:\tutorial\myplate_01\W077--PIK3CB--422\P01--PIK3CB--422,C:\tutorial\myplate_01--cellprofiler\W077--PIK3CB--422\P01--PIK3CB--422,PIK3CB_422
89,40,myplate_01--TP53--840--W078--P01--PM.tif,myplate_01--TP53--840--W078--P01--TOTAL.tif,myplate_01--TP53--840--W078--P01--DNA.tif,myplate_01--TP53--840--W078--P01--outlines.tif,myplate_01--TP53--840--W078--P01--score.tif,78,-1.84797257453,0.000250171637163,0.000229732133448,7.87295729865,16.6212328629,1,0.618026238751,1336.475,601.225,474.275,1.03490036491,0.551492232894,1,0.749280110587,0.856999759793,45.3518457054,45.011394406,17.8939805508,6.73930858536,5.99798548291,36.5241609591,37.2041274853,7.78658914117,139.9178,0.957406442276,6.73984903796,11.7459833084,1,0.627568004144,NA,NA,TP53,myplate_01--TP53--840--W078--P01,C:\tutorial,myplate,myplate_01,1,1,P01--TP53--840,840,78,W078--TP53--840,C:\tutorial\myplate_01\W078--TP53--840\P01--TP53--840,C:\tutorial\myplate_01\W078--TP53--840\P01--TP53--840,C:\tutorial\myplate_01\W078--TP53--840\P01--TP53--840,C:\tutorial\myplate_01--cellprofiler\W078--TP53--840\P01--TP53--840,TP53_840
99,42,myplate_01--UCHL5--754--W079--P01--PM.tif,myplate_01--UCHL5--754--W079--P01--TOTAL.tif,myplate_01--UCHL5--754--W079--P01--DNA.tif,myplate_01--UCHL5--754--W079--P01--outlines.tif,myplate_01--UCHL5--754--W079--P01--score.tif,79,-1.79014197574,0.000250171637163,0.000229732133448,12.498319971,18.3141276588,1,0.856732783361,1269.64285714,577.857142857,485.571428571,1.04102313781,0.558162451614,1,0.750718109341,0.860059636922,44.8429115778,44.5776254729,17.4856596796,6.59265260379,5.87967937501,35.136071684,35.8401960068,11.8597443843,135.40047619,0.957942950997,12.0543374559,14.1150075791,1,0.812555614843,NA,NA,UCHL5,myplate_01--UCHL5--754--W079--P01,C:\tutorial,myplate,myplate_01,1,1,P01--UCHL5--754,754,79,W079--UCHL5--754,C:\tutorial\myplate_01\W079--UCHL5--754\P01--UCHL5--754,C:\tutorial\myplate_01\W079--UCHL5--754\P01--UCHL5--754,C:\tutorial\myplate_01\W079--UCHL5--754\P01--UCHL5--754,C:\tutorial\myplate_01--cellprofiler\W079--UCHL5--754\P01--UCHL5--754,UCHL5_754
120,69,myplate_01--CDKN2A--168--W080--P01--PM.tif,myplate_01--CDKN2A--168--W080--P01--TOTAL.tif,myplate_01--CDKN2A--168--W080--P01--DNA.tif,myplate_01--CDKN2A--168--W080--P01--outlines.tif,myplate_01--CDKN2A--168--W080--P01--score.tif,80,-1.79000759764,0.000265430659056,0.000214473111555,9.00691242259,18.4036361448,1,0.681520969072,1328.44927536,681.913043478,560.289855072,1.02193575746,0.483686828872,1,0.766903707203,0.87530188837,44.3521441753,44.5277727639,18.6106815919,6.86045204528,6.08325844422,37.2272994718,37.864527418,-7.5048296891,137.559130435,0.960550659481,8.52227059193,14.2003510287,1,0.56303373377,NA,NA,CDKN2A,myplate_01--CDKN2A--168--W080--P01,C:\tutorial,myplate,myplate_01,1,1,P01--CDKN2A--168,168,80,W080--CDKN2A--168,C:\tutorial\myplate_01\W080--CDKN2A--168\P01--CDKN2A--168,C:\tutorial\myplate_01\W080--CDKN2A--168\P01--CDKN2A--168,C:\tutorial\myplate_01\W080--CDKN2A--168\P01--CDKN2A--168,C:\tutorial\myplate_01--cellprofiler\W080--CDKN2A--168\P01--CDKN2A--168,CDKN2A_168
118,46,myplate_01--empty--empty--W081--P01--PM.tif,myplate_01--empty--empty--W081--P01--TOTAL.tif,myplate_01--empty--empty--W081--P01--DNA.tif,myplate_01--empty--empty--W081--P01--outlines.tif,myplate_01--empty--empty--W081--P01--score.tif,81,-1.89447907898,0.000250171637163,0.000229732133448,13.3825697514,16.6012015274,1,0.986477156608,1366.13043478,657.02173913,431.804347826,1.02376130804,0.487457347553,1,0.758158068941,0.875861585327,44.948674562,45.0229075975,18.716575907,6.92340442903,6.1333334341,37.3718125718,38.2306678399,-6.40212821085,139.052913043,0.961583442554,13.1741358107,12.2644238456,1,1.05193232442,NA,NA,empty,myplate_01--empty--empty--W081--P01,C:\tutorial,myplate,myplate_01,1,1,P01--empty--empty,empty,81,W081--empty--empty,C:\tutorial\myplate_01\W081--empty--empty\P01--empty--empty,C:\tutorial\myplate_01\W081--empty--empty\P01--empty--empty,C:\tutorial\myplate_01\W081--empty--empty\P01--empty--empty,C:\tutorial\myplate_01--cellprofiler\W081--empty--empty\P01--empty--empty,empty_empty
74,33,myplate_01--empty--empty--W082--P01--PM.tif,myplate_01--empty--empty--W082--P01--TOTAL.tif,myplate_01--empty--empty--W082--P01--DNA.tif,myplate_01--empty--empty--W082--P01--outlines.tif,myplate_01--empty--empty--W082--P01--score.tif,82,-1.99891683755,0.000265430659056,0.000244991155341,15.9485160366,20.4227744715,1,1.0517865525,1391.96969697,534.727272727,512.787878788,1.0277996275,0.546607525802,1,0.754283373794,0.861671964987,45.918246309,46.0046802947,18.5869851792,6.94852114971,6.14958195204,37.3900014171,37.9683149567,9.94777087612,141.170909091,0.959662035161,13.7564811343,14.5699703218,1,0.995754068332,NA,NA,empty,myplate_01--empty--empty--W082--P01,C:\tutorial,myplate,myplate_01,1,1,P01--empty--empty,empty,82,W082--empty--empty,C:\tutorial\myplate_01\W082--empty--empty\P01--empty--empty,C:\tutorial\myplate_01\W082--empty--empty\P01--empty--empty,C:\tutorial\myplate_01\W082--empty--empty\P01--empty--empty,C:\tutorial\myplate_01--cellprofiler\W082--empty--empty\P01--empty--empty,empty_empty
170,62,myplate_01--NFE2L2--940--W083--P01--PM.tif,myplate_01--NFE2L2--940--W083--P01--TOTAL.tif,myplate_01--NFE2L2--940--W083--P01--DNA.tif,myplate_01--NFE2L2--940--W083--P01--outlines.tif,myplate_01--NFE2L2--940--W083--P01--score.tif,83,-1.80295995263,0.000250171637163,0.000183955067769,12.3199213475,20.3509585,1,0.832030130191,1326.59677419,584.919354839,437.5,1.03109762254,0.531975743772,1,0.745435728929,0.852201278801,44.8613775638,44.9011976977,18.0573561493,6.7494373248,5.97509059827,36.5692148262,37.249138933,2.01499732539,138.809064516,0.955262212564,10.7606850595,13.9978030459,1,0.825197127455,NA,NA,NFE2L2,myplate_01--NFE2L2--940--W083--P01,C:\tutorial,myplate,myplate_01,1,1,P01--NFE2L2--940,940,83,W083--NFE2L2--940,C:\tutorial\myplate_01\W083--NFE2L2--940\P01--NFE2L2--940,C:\tutorial\myplate_01\W083--NFE2L2--940\P01--NFE2L2--940,C:\tutorial\myplate_01\W083--NFE2L2--940\P01--NFE2L2--940,C:\tutorial\myplate_01--cellprofiler\W083--NFE2L2--940\P01--NFE2L2--940,NFE2L2_940
146,59,myplate_01--CHEK2--844--W084--P01--PM.tif,myplate_01--CHEK2--844--W084--P01--TOTAL.tif,myplate_01--CHEK2--844--W084--P01--DNA.tif,myplate_01--CHEK2--844--W084--P01--outlines.tif,myplate_01--CHEK2--844--W084--P01--score.tif,84,-1.79182849086,0.000341725768521,0.000275509199128,11.9886713536,22.0315621645,1,0.866033553657,1365.11864407,785.13559322,460.084745763,1.03894411255,0.53854900188,1,0.744733888836,0.854933367792,46.0615495506,46.109853532,18.1984513389,6.8061728581,6.06561966288,37.0784302951,37.5062949373,12.4660106566,140.730508475,0.954854876603,13.2126496164,13.853604788,1,0.888529134317,NA,NA,CHEK2,myplate_01--CHEK2--844--W084--P01,C:\tutorial,myplate,myplate_01,1,1,P01--CHEK2--844,844,84,W084--CHEK2--844,C:\tutorial\myplate_01\W084--CHEK2--844\P01--CHEK2--844,C:\tutorial\myplate_01\W084--CHEK2--844\P01--CHEK2--844,C:\tutorial\myplate_01\W084--CHEK2--844\P01--CHEK2--844,C:\tutorial\myplate_01--cellprofiler\W084--CHEK2--844\P01--CHEK2--844,CHEK2_844
248,103,myplate_01--DHX58--495--W085--P01--PM.tif,myplate_01--DHX58--495--W085--P01--TOTAL.tif,myplate_01--DHX58--495--W085--P01--DNA.tif,myplate_01--DHX58--495--W085--P01--outlines.tif,myplate_01--DHX58--495--W085--P01--score.tif,85,-1.7358008977,0.000112840440124,6.18828926235e-05,10.1690030047,20.2728105992,1,0.640094455931,1351.2815534,598.145631068,516.893203883,1.03350643221,0.543171092678,1,0.749163937676,0.860284572932,45.6245400212,45.544031036,18.0413295594,6.78998732837,6.04047628788,36.6579422347,37.2542921165,-8.84133880487,139.407029126,0.957429858141,9.36427862011,15.7571377587,1,0.626997182467,NA,NA,DHX58,myplate_01--DHX58--495--W085--P01,C:\tutorial,myplate,myplate_01,1,1,P01--DHX58--495,495,85,W085--DHX58--495,C:\tutorial\myplate_01\W085--DHX58--495\P01--DHX58--495,C:\tutorial\myplate_01\W085--DHX58--495\P01--DHX58--495,C:\tutorial\myplate_01\W085--DHX58--495\P01--DHX58--495,C:\tutorial\myplate_01--cellprofiler\W085--DHX58--495\P01--DHX58--495,DHX58_495
219,80,myplate_01--scrambled--control--W086--P01--PM.tif,myplate_01--scrambled--control--W086--P01--TOTAL.tif,myplate_01--scrambled--control--W086--P01--DNA.tif,myplate_01--scrambled--control--W086--P01--outlines.tif,myplate_01--scrambled--control--W086--P01--score.tif,86,-1.7435431633,0.000219653593376,0.000199214089662,10.1642954065,20.7920501777,1,0.703793193765,1308.925,581.5875,533.975,1.03027228552,0.505204413982,1,0.751244245884,0.860435544473,44.3249976193,44.4872595685,17.9877978264,6.69410317395,5.93615891011,36.4580734579,37.145961031,-2.07361506258,137.162,0.956124913698,9.4513162151,15.9620662935,1,0.722449698136,NA,NA,scrambled,myplate_01--scrambled--control--W086--P01,C:\tutorial,myplate,myplate_01,1,1,P01--scrambled--control,control,86,W086--scrambled--control,C:\tutorial\myplate_01\W086--scrambled--control\P01--scrambled--control,C:\tutorial\myplate_01\W086--scrambled--control\P01--scrambled--control,C:\tutorial\myplate_01\W086--scrambled--control\P01--scrambled--control,C:\tutorial\myplate_01--cellprofiler\W086--scrambled--control\P01--scrambled--control,scrambled_control
152,53,myplate_01--NRG1--684--W087--P01--PM.tif,myplate_01--NRG1--684--W087--P01--TOTAL.tif,myplate_01--NRG1--684--W087--P01--DNA.tif,myplate_01--NRG1--684--W087--P01--outlines.tif,myplate_01--NRG1--684--W087--P01--score.tif,87,-1.80997854231,0.000234912615269,0.000214473111555,11.9020784036,23.3589510142,1,0.682542847744,1378.33962264,642.471698113,389.509433962,1.03183241512,0.537395514243,1,0.759572979403,0.870945133181,45.9307433261,45.7397640851,18.3164014028,6.87265779022,6.08763875955,36.8896002795,37.5096341967,-15.4862912012,139.741433962,0.960953309616,9.74532684125,14.9219958866,1,0.626677736411,NA,NA,NRG1,myplate_01--NRG1--684--W087--P01,C:\tutorial,myplate,myplate_01,1,1,P01--NRG1--684,684,87,W087--NRG1--684,C:\tutorial\myplate_01\W087--NRG1--684\P01--NRG1--684,C:\tutorial\myplate_01\W087--NRG1--684\P01--NRG1--684,C:\tutorial\myplate_01\W087--NRG1--684\P01--NRG1--684,C:\tutorial\myplate_01--cellprofiler\W087--NRG1--684\P01--NRG1--684,NRG1_684
